traceID,spanID,process.serviceName,operationName,startTimeMillis,startTime,tags,references,tags.0.type,tags.0.key,tags.0.value,tags.1.type,tags.1.key,tags.1.value,tags.2.type,tags.2.key,tags.2.value,tags.3.type,tags.3.key,tags.3.value,tags.4.type,tags.4.key,tags.4.value,tags.5.type,tags.5.key,tags.5.value,tags.6.type,tags.6.key,tags.6.value,tags.7.type,tags.7.key,tags.7.value,tags.8.type,tags.8.key,tags.8.value,tags.9.type,tags.9.key,tags.9.value,references.0.refType,references.0.spanID,references.0.traceID,tags.10.type,tags.10.key,tags.10.value
145309cfc6db0061,145309cfc6db0061,nginx-web-server,/wrk2-api/user-timeline/read,1669540939000,1669540939000000,,,string,sampler.type,probabilistic,float64,sampler.param,0.2,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,10,string,peer.address,172.18.0.1:34210,string,http.method,GET,string,http.url,http://localhost:8080/wrk2-api/user-timeline/read?user_id=500&start=28&stop=38,string,http.host,localhost:8080,,,,,,
145309cfc6db0061,e19f1f687e53eeb2,nginx-web-server,/wrk2-api/user-timeline/read,1669540939000,1669540939000198,,,string,component,nginx,string,nginx.worker_pid,10,string,peer.address,172.18.0.1:34210,string,http.method,GET,string,http.url,http://localhost:8080/wrk2-api/user-timeline/read?user_id=500&start=28&stop=38,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,145309cfc6db0061,145309cfc6db0061,,,
145309cfc6db0061,72c328da7b139d5d,nginx-web-server,ReadUserTimeline,1669540939000,1669540939000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,e19f1f687e53eeb2,145309cfc6db0061,,,
19cd819d0568141f,19cd819d0568141f,nginx-web-server,/wrk2-api/home-timeline/read,1669540939003,1669540939003000,,,string,sampler.type,probabilistic,float64,sampler.param,0.2,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,10,string,peer.address,172.18.0.1:34224,string,http.method,GET,string,http.url,http://localhost:8080/wrk2-api/home-timeline/read?user_id=464&start=74&stop=84,string,http.host,localhost:8080,,,,,,
19cd819d0568141f,4b3e849d853c1499,nginx-web-server,/wrk2-api/home-timeline/read,1669540939003,1669540939003182,,,string,component,nginx,string,nginx.worker_pid,10,string,peer.address,172.18.0.1:34224,string,http.method,GET,string,http.url,http://localhost:8080/wrk2-api/home-timeline/read?user_id=464&start=74&stop=84,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,19cd819d0568141f,19cd819d0568141f,,,
19cd819d0568141f,a83ed872b2a98f4e,nginx-web-server,read_home_timeline_client,1669540939003,1669540939003235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,4b3e849d853c1499,19cd819d0568141f,,,
19cd819d0568141f,6c2a4816041f3e62,home-timeline-service,read_home_timeline_server,1669540939003,1669540939003769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,a83ed872b2a98f4e,19cd819d0568141f,,,
19cd819d0568141f,2779a53d7c8100f2,home-timeline-service,read_home_timeline_redis_find_client,1669540939003,1669540939003779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,6c2a4816041f3e62,19cd819d0568141f,,,
19cd819d0568141f,cf6facff3fdc055a,post-storage-service,post_storage_read_posts_server,1669540939004,1669540939004690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,6c2a4816041f3e62,19cd819d0568141f,,,
19cd819d0568141f,f12606b8e678bb2f,post-storage-service,post_storage_mmc_mget_client,1669540939004,1669540939004920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,cf6facff3fdc055a,19cd819d0568141f,,,
145309cfc6db0061,b159fde6d4f1f91,user-timeline-service,read_user_timeline_server,1669540939006,1669540939006059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,72c328da7b139d5d,145309cfc6db0061,,,
145309cfc6db0061,6c2b5fa60b0c4192,user-timeline-service,read_user_timeline_redis_find_client,1669540939006,1669540939006069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b159fde6d4f1f91,145309cfc6db0061,,,
145309cfc6db0061,f6d7f532cfe70ae0,post-storage-service,post_storage_read_posts_server,1669540939009,1669540939009014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b159fde6d4f1f91,145309cfc6db0061,,,
145309cfc6db0061,86cda8c314629c2f,post-storage-service,post_storage_mmc_mget_client,1669540939009,1669540939009160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f6d7f532cfe70ae0,145309cfc6db0061,,,
145309cfc6db0061,c3d3a45f1803b472,post-storage-service,mongo_find_client,1669540939009,1669540939009365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f6d7f532cfe70ae0,145309cfc6db0061,,,
145309cfc6db0061,b71d652a09a3b99a,post-storage-service,mmc_set_client,1669540939011,1669540939011409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f6d7f532cfe70ae0,145309cfc6db0061,,,
