nodeID,source,destination,source_call,destination_call
2dbd689ba005b92c,0,1,,nginx-web-server+/wrk2-api/user/register
9c8e4a33ce44ef7c,1,2,nginx-web-server+/wrk2-api/user/register,nginx-web-server+register_client
15ced0169ec2d4fc,2,3,nginx-web-server+register_client,user-service+register_user_withid_server
1eda4b436d89607d,0,4,,nginx-web-server+/wrk2-api/user-timeline/read
84446db871ee7541,4,5,nginx-web-server+/wrk2-api/user-timeline/read,nginx-web-server+ReadUserTimeline
f54145d213acd3c,5,6,nginx-web-server+ReadUserTimeline,user-timeline-service+read_user_timeline_server
b4596e61f1b0b1ca,6,7,user-timeline-service+read_user_timeline_server,user-timeline-service+read_user_timeline_redis_find_client
ab5f439d83780351,6,8,user-timeline-service+read_user_timeline_server,post-storage-service+post_storage_read_posts_server
797f7773fa2a2439,8,9,post-storage-service+post_storage_read_posts_server,post-storage-service+post_storage_mmc_mget_client
f3508e565abd36ea,8,10,post-storage-service+post_storage_read_posts_server,post-storage-service+mongo_find_client
224aab835ad2f32b,8,11,post-storage-service+post_storage_read_posts_server,post-storage-service+mmc_set_client
f61ca3cd2ce7086,0,12,,nginx-web-server+/wrk2-api/post/compose
1e0c3e7ca4eb08a9,12,13,nginx-web-server+/wrk2-api/post/compose,nginx-web-server+compose_post_client
1400bceb8190d5fa,13,14,nginx-web-server+compose_post_client,compose-post-service+compose_post_server
24ad368cdc2df60f,14,15,compose-post-service+compose_post_server,compose-post-service+compose_text_client
e519b7c541401cca,14,16,compose-post-service+compose_post_server,compose-post-service+compose_creator_client
b6bd017d67328e5,14,17,compose-post-service+compose_post_server,compose-post-service+compose_media_client
6687f4179420e13e,14,18,compose-post-service+compose_post_server,compose-post-service+compose_unique_id_client
5c96f52dc3484d1a,14,30,compose-post-service+compose_post_server,compose-post-service+store_post_client
ef76a31a53452bf7,14,33,compose-post-service+compose_post_server,compose-post-service+write_user_timeline_client
af278708068fbdec,14,37,compose-post-service+compose_post_server,compose-post-service+write_home_timeline_client
80fdc303c1856bb1,15,20,compose-post-service+compose_text_client,text-service+compose_text_server
31fa33593383f8b8,16,19,compose-post-service+compose_creator_client,user-service+compose_creator_server
df91b278b307c0a6,17,21,compose-post-service+compose_media_client,media-service+compose_media_server
d7d18e0ae21b253a,18,23,compose-post-service+compose_unique_id_client,unique-id-service+compose_unique_id_server
868d2bdeacf83825,20,22,text-service+compose_text_server,text-service+compose_user_mentions_client
25e8ebd42a9dd3de,20,24,text-service+compose_text_server,text-service+compose_urls_client
