traceID,spanID,process.serviceName,operationName,startTimeMillis,startTime,tags,references,tags.0.type,tags.0.key,tags.0.value,tags.1.type,tags.1.key,tags.1.value,tags.2.type,tags.2.key,tags.2.value,tags.3.type,tags.3.key,tags.3.value,tags.4.type,tags.4.key,tags.4.value,tags.5.type,tags.5.key,tags.5.value,tags.6.type,tags.6.key,tags.6.value,tags.7.type,tags.7.key,tags.7.value,tags.8.type,tags.8.key,tags.8.value,tags.9.type,tags.9.key,tags.9.value,references.0.refType,references.0.spanID,references.0.traceID,tags.10.type,tags.10.key,tags.10.value,timeStamp
15629cf7f3e0d1a0,a71f8b9189c3ce89,home-timeline-service,get_followers_client,1669695896971,1669695896971246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,129896f6d9469114,15629cf7f3e0d1a0,,,,2022-11-29 04:24:56.971246
15629cf7f3e0d1a0,3d2092300dc5a4cd,social-graph-service,get_followers_server,1669695896971,1669695896971347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,a71f8b9189c3ce89,15629cf7f3e0d1a0,,,,2022-11-29 04:24:56.971347
15629cf7f3e0d1a0,542bd90b62b0f6e9,social-graph-service,social_graph_redis_get_client,1669695896971,1669695896971356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,3d2092300dc5a4cd,15629cf7f3e0d1a0,,,,2022-11-29 04:24:56.971356
15629cf7f3e0d1a0,f25301158471650f,home-timeline-service,write_home_timeline_redis_update_client,1669695896971,1669695896971772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,129896f6d9469114,15629cf7f3e0d1a0,,,,2022-11-29 04:24:56.971772
1d8e8147b86146ca,cce54796f8b68943,post-storage-service,mongo_find_client,1669695896973,1669695896973273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9e48b03866b1af78,1d8e8147b86146ca,,,,2022-11-29 04:24:56.973273
1d8e8147b86146ca,96fc5cfa672e5a6c,post-storage-service,mmc_set_client,1669695896974,1669695896974404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9e48b03866b1af78,1d8e8147b86146ca,,,,2022-11-29 04:24:56.974404
1a8bd8716b0d7683,1a8bd8716b0d7683,nginx-web-server,/wrk2-api/home-timeline/read,1669695897017,1669695897017000,,,string,sampler.type,probabilistic,float64,sampler.param,0.2,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,7,string,peer.address,172.18.0.1:60804,string,http.method,GET,string,http.url,http://localhost:8080/wrk2-api/home-timeline/read?user_id=480&start=87&stop=97,string,http.host,localhost:8080,,,,,,,2022-11-29 04:24:57.017000
1a8bd8716b0d7683,cfec80b0a3631ad8,nginx-web-server,/wrk2-api/home-timeline/read,1669695897017,1669695897017734,,,string,component,nginx,string,nginx.worker_pid,7.0,string,peer.address,172.18.0.1:60804,string,http.method,GET,string,http.url,http://localhost:8080/wrk2-api/home-timeline/read?user_id=480&start=87&stop=97,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,1a8bd8716b0d7683,1a8bd8716b0d7683,,,,2022-11-29 04:24:57.017734
1a8bd8716b0d7683,8ffb795a10963a37,nginx-web-server,read_home_timeline_client,1669695897017,1669695897017779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,cfec80b0a3631ad8,1a8bd8716b0d7683,,,,2022-11-29 04:24:57.017779
1a8bd8716b0d7683,e5ce3362b88206fb,home-timeline-service,read_home_timeline_server,1669695897017,1669695897017998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,8ffb795a10963a37,1a8bd8716b0d7683,,,,2022-11-29 04:24:57.017998
1a8bd8716b0d7683,eddd03550aee7b54,home-timeline-service,read_home_timeline_redis_find_client,1669695897018,1669695897018008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,e5ce3362b88206fb,1a8bd8716b0d7683,,,,2022-11-29 04:24:57.018008
1a8bd8716b0d7683,c031f9faa11b593c,post-storage-service,post_storage_read_posts_server,1669695897018,1669695897018338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,e5ce3362b88206fb,1a8bd8716b0d7683,,,,2022-11-29 04:24:57.018338
1a8bd8716b0d7683,667adc79ea7b2560,post-storage-service,post_storage_mmc_mget_client,1669695897018,1669695897018402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,c031f9faa11b593c,1a8bd8716b0d7683,,,,2022-11-29 04:24:57.018402
1f24b12e93b7229b,1f24b12e93b7229b,nginx-web-server,/wrk2-api/post/compose,1669695897101,1669695897101000,,,string,sampler.type,probabilistic,float64,sampler.param,0.2,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,7,string,peer.address,172.18.0.1:60628,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,,,,,,,2022-11-29 04:24:57.101000
1f24b12e93b7229b,8476de28b98ca321,nginx-web-server,/wrk2-api/post/compose,1669695897101,1669695897101253,,,string,component,nginx,string,nginx.worker_pid,7.0,string,peer.address,172.18.0.1:60628,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,1f24b12e93b7229b,1f24b12e93b7229b,,,,2022-11-29 04:24:57.101253
1f24b12e93b7229b,7c5481d33a557e05,nginx-web-server,compose_post_client,1669695897101,1669695897101374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,8476de28b98ca321,1f24b12e93b7229b,,,,2022-11-29 04:24:57.101374
1f24b12e93b7229b,7f6ad80da0e4c2a6,compose-post-service,compose_post_server,1669695897101,1669695897101602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7c5481d33a557e05,1f24b12e93b7229b,,,,2022-11-29 04:24:57.101602
1f24b12e93b7229b,2c65a29d821762d7,compose-post-service,compose_text_client,1669695897101,1669695897101704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7f6ad80da0e4c2a6,1f24b12e93b7229b,,,,2022-11-29 04:24:57.101704
1f24b12e93b7229b,bb72b56023d3fcc,compose-post-service,compose_creator_client,1669695897101,1669695897101760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7f6ad80da0e4c2a6,1f24b12e93b7229b,,,,2022-11-29 04:24:57.101760
1f24b12e93b7229b,16349f65efe9bf1f,compose-post-service,compose_media_client,1669695897101,1669695897101779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7f6ad80da0e4c2a6,1f24b12e93b7229b,,,,2022-11-29 04:24:57.101779
1f24b12e93b7229b,e5575a895f4fc5ab,compose-post-service,compose_unique_id_client,1669695897101,1669695897101837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7f6ad80da0e4c2a6,1f24b12e93b7229b,,,,2022-11-29 04:24:57.101837
1f24b12e93b7229b,4281136c2544ce19,user-service,compose_creator_server,1669695897101,1669695897101864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,bb72b56023d3fcc,1f24b12e93b7229b,,,,2022-11-29 04:24:57.101864
1f24b12e93b7229b,d53f8915e2da9e35,text-service,compose_text_server,1669695897101,1669695897101933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2c65a29d821762d7,1f24b12e93b7229b,,,,2022-11-29 04:24:57.101933
a5a284f6c6849d9,a5a284f6c6849d9,nginx-web-server,/wrk2-api/home-timeline/read,1669695897102,1669695897102000,,,string,sampler.type,probabilistic,float64,sampler.param,0.2,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,7,string,peer.address,172.18.0.1:60804,string,http.method,GET,string,http.url,http://localhost:8080/wrk2-api/home-timeline/read?user_id=791&start=96&stop=106,string,http.host,localhost:8080,,,,,,,2022-11-29 04:24:57.102000
1f24b12e93b7229b,dadac10361c03894,media-service,compose_media_server,1669695897102,1669695897102113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,16349f65efe9bf1f,1f24b12e93b7229b,,,,2022-11-29 04:24:57.102113
1f24b12e93b7229b,23680e1358191cda,text-service,compose_urls_client,1669695897102,1669695897102225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,d53f8915e2da9e35,1f24b12e93b7229b,,,,2022-11-29 04:24:57.102225
1f24b12e93b7229b,8a16cf843320c0fe,text-service,compose_user_mentions_client,1669695897102,1669695897102282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,d53f8915e2da9e35,1f24b12e93b7229b,,,,2022-11-29 04:24:57.102282
1f24b12e93b7229b,dbf843ca95b8589c,unique-id-service,compose_unique_id_server,1669695897102,1669695897102290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,e5575a895f4fc5ab,1f24b12e93b7229b,,,,2022-11-29 04:24:57.102290
1f24b12e93b7229b,4858bd236b7e90f3,user-mention-service,compose_user_mentions_server,1669695897102,1669695897102374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,8a16cf843320c0fe,1f24b12e93b7229b,,,,2022-11-29 04:24:57.102374
1f24b12e93b7229b,cbc7eff8b5e1bcc2,user-mention-service,compose_user_mentions_memcached_get_client,1669695897102,1669695897102387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,4858bd236b7e90f3,1f24b12e93b7229b,,,,2022-11-29 04:24:57.102387
1f24b12e93b7229b,671aed7a9bf204f8,url-shorten-service,compose_urls_server,1669695897102,1669695897102436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,23680e1358191cda,1f24b12e93b7229b,,,,2022-11-29 04:24:57.102436
1f24b12e93b7229b,73d63e982775e798,url-shorten-service,url_mongo_insert_client,1669695897102,1669695897102512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,671aed7a9bf204f8,1f24b12e93b7229b,,,,2022-11-29 04:24:57.102512
a5a284f6c6849d9,8cc354a838b6386a,nginx-web-server,/wrk2-api/home-timeline/read,1669695897102,1669695897102925,,,string,component,nginx,string,nginx.worker_pid,7.0,string,peer.address,172.18.0.1:60804,string,http.method,GET,string,http.url,http://localhost:8080/wrk2-api/home-timeline/read?user_id=791&start=96&stop=106,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,a5a284f6c6849d9,a5a284f6c6849d9,,,,2022-11-29 04:24:57.102925
