nodeID,source,destination,source_call,destination_call
1b774d5fec90fcbd,0,1,,nginx-web-server+/wrk2-api/post/compose
bfa42c8de0618f0f,1,2,nginx-web-server+/wrk2-api/post/compose,nginx-web-server+compose_post_client
c01c132ec2e45fa5,2,3,nginx-web-server+compose_post_client,compose-post-service+compose_post_server
832249c56351289d,3,4,compose-post-service+compose_post_server,compose-post-service+compose_text_client
985953086560f1e9,3,5,compose-post-service+compose_post_server,compose-post-service+compose_media_client
da6afe9a9df558ee,3,6,compose-post-service+compose_post_server,compose-post-service+compose_unique_id_client
d574fdd36e597421,3,7,compose-post-service+compose_post_server,compose-post-service+compose_creator_client
5ec1055b8931721,3,19,compose-post-service+compose_post_server,compose-post-service+store_post_client
ca0b4d0e8c7bfd22,3,22,compose-post-service+compose_post_server,compose-post-service+write_user_timeline_client
d792711e00d95bdf,3,26,compose-post-service+compose_post_server,compose-post-service+write_home_timeline_client
78c283048847fe3e,4,8,compose-post-service+compose_text_client,text-service+compose_text_server
977360da4c563fb3,5,17,compose-post-service+compose_media_client,media-service+compose_media_server
b367f7d7e195e7aa,6,13,compose-post-service+compose_unique_id_client,unique-id-service+compose_unique_id_server
7211df707af7905a,7,16,compose-post-service+compose_creator_client,user-service+compose_creator_server
b35272b0a077e6c5,8,9,text-service+compose_text_server,text-service+compose_user_mentions_client
27e0b72e865610c7,8,10,text-service+compose_text_server,text-service+compose_urls_client
58f98f274dd62889,9,11,text-service+compose_user_mentions_client,user-mention-service+compose_user_mentions_server
3b938de4db58486d,10,14,text-service+compose_urls_client,url-shorten-service+compose_urls_server
ab5d9987a74b0723,11,12,user-mention-service+compose_user_mentions_server,user-mention-service+compose_user_mentions_memcached_get_client
e8c7e68886cd684d,11,18,user-mention-service+compose_user_mentions_server,user-mention-service+compose_user_mentions_mongo_find_client
5752957006f93cdd,14,15,url-shorten-service+compose_urls_server,url-shorten-service+url_mongo_insert_client
a6ea49a521cfa50a,19,20,compose-post-service+store_post_client,post-storage-service+store_post_server
182016d3c10e261b,20,21,post-storage-service+store_post_server,post-storage-service+post_storage_mongo_insert_client
13ffb4c35ee6e083,22,23,compose-post-service+write_user_timeline_client,user-timeline-service+write_user_timeline_server
764645b7f3efa9c0,23,24,user-timeline-service+write_user_timeline_server,user-timeline-service+write_user_timeline_mongo_insert_client
256ffceaf47f6bb4,23,25,user-timeline-service+write_user_timeline_server,user-timeline-service+write_user_timeline_redis_update_client
17daaf6ebfa06173,26,27,compose-post-service+write_home_timeline_client,home-timeline-service+write_home_timeline_server
ff5065c6fb3de7ae,27,28,home-timeline-service+write_home_timeline_server,home-timeline-service+get_followers_client
1f192e9a66256d70,27,31,home-timeline-service+write_home_timeline_server,home-timeline-service+write_home_timeline_redis_update_client
b735867cfb2e4457,28,29,home-timeline-service+get_followers_client,social-graph-service+get_followers_server
1cbe7828234159eb,29,30,social-graph-service+get_followers_server,social-graph-service+social_graph_redis_get_client
a971e43ee588cd4c,1,1,nginx-web-server+/wrk2-api/post/compose,nginx-web-server+/wrk2-api/post/compose
a68cc8e09c26eb5,0,32,,nginx-web-server+/wrk2-api/user/register
4fa942ef3c8c7d5f,32,33,nginx-web-server+/wrk2-api/user/register,nginx-web-server+register_client
6be71b3d01e43358,33,34,nginx-web-server+register_client,user-service+register_user_withid_server
2cb99d868f050cbb,0,35,,nginx-web-server+/api/user/login
70f8ab9f397b90c9,35,36,nginx-web-server+/api/user/login,nginx-web-server+Login
b1e56564c17284f1,36,37,nginx-web-server+Login,user-service+login_server
df115b1884032f07,37,38,user-service+login_server,user-service+user_mmc_get_client
e5088dc3bb15cfcd,37,39,user-service+login_server,user-service+user_mongo_find_client
ba289207e295d3f5,32,32,nginx-web-server+/wrk2-api/user/register,nginx-web-server+/wrk2-api/user/register
f7eec79f3664d9e3,35,35,nginx-web-server+/api/user/login,nginx-web-server+/api/user/login
ae55423dcfc7a5c4,0,37,,user-service+login_server
