trace,source,destination,rpcCall,rpcNumber,rpcStartTime,rpcTimestamp
2dbd689ba005b92c,,2dbd689ba005b92c,nginx-web-server+/wrk2-api/user/register,1,1669531459252000,2022-11-27 06:44:19.252000
2dbd689ba005b92c,2dbd689ba005b92c,3cacf35b6efbb56f,nginx-web-server+/wrk2-api/user/register,1,1669531459253042,2022-11-27 06:44:19.253042
2dbd689ba005b92c,3cacf35b6efbb56f,9c8e4a33ce44ef7c,nginx-web-server+register_client,2,1669531459253192,2022-11-27 06:44:19.253192
2dbd689ba005b92c,9c8e4a33ce44ef7c,15ced0169ec2d4fc,user-service+register_user_withid_server,3,1669531459253841,2022-11-27 06:44:19.253841
1eda4b436d89607d,,1eda4b436d89607d,nginx-web-server+/wrk2-api/user-timeline/read,4,1669531459376000,2022-11-27 06:44:19.376000
1eda4b436d89607d,1eda4b436d89607d,5eeee79fea5ec49b,nginx-web-server+/wrk2-api/user-timeline/read,4,1669531459376392,2022-11-27 06:44:19.376392
1eda4b436d89607d,5eeee79fea5ec49b,84446db871ee7541,nginx-web-server+ReadUserTimeline,5,1669531459378512,2022-11-27 06:44:19.378512
1eda4b436d89607d,84446db871ee7541,f54145d213acd3c,user-timeline-service+read_user_timeline_server,6,1669531459384652,2022-11-27 06:44:19.384652
1eda4b436d89607d,f54145d213acd3c,b4596e61f1b0b1ca,user-timeline-service+read_user_timeline_redis_find_client,7,1669531459384661,2022-11-27 06:44:19.384661
1eda4b436d89607d,f54145d213acd3c,ab5f439d83780351,post-storage-service+post_storage_read_posts_server,8,1669531459385639,2022-11-27 06:44:19.385639
1eda4b436d89607d,ab5f439d83780351,797f7773fa2a2439,post-storage-service+post_storage_mmc_mget_client,9,1669531459385707,2022-11-27 06:44:19.385707
1eda4b436d89607d,ab5f439d83780351,f3508e565abd36ea,post-storage-service+mongo_find_client,10,1669531459385899,2022-11-27 06:44:19.385899
1eda4b436d89607d,ab5f439d83780351,224aab835ad2f32b,post-storage-service+mmc_set_client,11,1669531459389164,2022-11-27 06:44:19.389164
