nodeID,source,destination,source_call,destination_call
47d6d9bc1e46ec3d,0,34,,nginx-web-server+/wrk2-api/user/register
464d9922229f409f,34,35,nginx-web-server+/wrk2-api/user/register,nginx-web-server+RegisterUser
9c1892555be62063,35,36,nginx-web-server+RegisterUser,user-service+RegisterUserWithId
9ac9dfc56fa49762,36,37,user-service+RegisterUserWithId,user-service+MongoInsertUser
83e33113dc086b82,36,38,user-service+RegisterUserWithId,social-graph-service+InsertUser
3563e66f2d4d71f2,38,39,social-graph-service+InsertUser,social-graph-service+MongoInsertUser
993d38a44144f9b8,34,34,nginx-web-server+/wrk2-api/user/register,nginx-web-server+/wrk2-api/user/register
474659cd3c7235a5,0,40,,nginx-web-server+/wrk2-api/user-timeline/read
d53d0c2540be0ef3,40,41,nginx-web-server+/wrk2-api/user-timeline/read,nginx-web-server+ReadUserTimeline
4d00548471dc26a0,41,42,nginx-web-server+ReadUserTimeline,user-timeline-service+ReadUserTimeline
2e5f3a697a16943f,42,43,user-timeline-service+ReadUserTimeline,user-timeline-service+RedisFind
6e0912ffdb71c773,42,44,user-timeline-service+ReadUserTimeline,user-timeline-service+MongoFindUserTimeline
1d843053a46423ea,42,45,user-timeline-service+ReadUserTimeline,post-storage-service+ReadPosts
877d53659145b6c,1,1,nginx-web-server+/wrk2-api/post/compose,nginx-web-server+/wrk2-api/post/compose
517e16fde77d8e75,12,22,compose-post-service+UploadUserMentions,user-timeline-service+WriteUserTimeline
c809786ee7b2339,12,25,compose-post-service+UploadUserMentions,post-storage-service+StorePost
572d9412ca469a8,12,28,compose-post-service+UploadUserMentions,write-home-timeline-service+FanoutHomeTimelines
f4a3304252db1e5c,13,13,nginx-web-server+/api/user/login,nginx-web-server+/api/user/login
6994e302a861a4dd,40,40,nginx-web-server+/wrk2-api/user-timeline/read,nginx-web-server+/wrk2-api/user-timeline/read
19789bac92a6c721,0,16,,user-service+Login
1ccb6b0792671a8,42,27,user-timeline-service+ReadUserTimeline,user-timeline-service+RedisUpdate
d4f46ea5d86a784c,45,46,post-storage-service+ReadPosts,post-storage-service+MemcachedMget
cbf1f80e5d0da312,45,47,post-storage-service+ReadPosts,post-storage-service+MongoFindPosts
7ecbd22ac239637f,45,48,post-storage-service+ReadPosts,post-storage-service+MmcSetPost
6366f3122148a759,0,42,,user-timeline-service+ReadUserTimeline
