Node,traceID,nodeID,node_pair,StartTime,Timestamp
0,4943622728650fea,4943622728650fea,"(0, 1)",1635326802116000,2021-10-27 09:26:42.116000
1,4943622728650fea,877d53659145b6c,"(1, 1)",1635326802116394,2021-10-27 09:26:42.116394
2,4943622728650fea,1674cdfa4b393756,"(1, 2)",1635326802117700,2021-10-27 09:26:42.117700
3,4943622728650fea,f54badacecb915f6,"(2, 3)",1635326802120081,2021-10-27 09:26:42.120081
4,4943622728650fea,1459b3b889c44b91,"(2, 4)",1635326802120117,2021-10-27 09:26:42.120117
5,4943622728650fea,ce62bb5a44250501,"(2, 5)",1635326802120310,2021-10-27 09:26:42.120310
6,4943622728650fea,d63eab044df64f01,"(2, 6)",1635326802120909,2021-10-27 09:26:42.120909
11,4943622728650fea,8f20977eafebfaf0,"(6, 8)",1635326802125045,2021-10-27 09:26:42.125045
10,4943622728650fea,c9cf670372bd5b6e,"(6, 7)",1635326802125045,2021-10-27 09:26:42.125045
9,4943622728650fea,a4155eaba1ae19e,"(5, 9)",1635326802130542,2021-10-27 09:26:42.130542
7,4943622728650fea,16a2e44c2bb5f6bf,"(3, 10)",1635326802130853,2021-10-27 09:26:42.130853
14,4943622728650fea,f7a7a6c2d9fca27e,"(8, 11)",1635326802130923,2021-10-27 09:26:42.130923
13,4943622728650fea,fbbaeacb89bc9b08,"(7, 12)",1635326802131368,2021-10-27 09:26:42.131368
19,74317f43bb977d6c,74317f43bb977d6c,"(0, 13)",1635326802140000,2021-10-27 09:26:42.140000
20,74317f43bb977d6c,f4a3304252db1e5c,"(13, 13)",1635326802140083,2021-10-27 09:26:42.140083
21,74317f43bb977d6c,9fd6029c8bdac61,"(13, 14)",1635326802140416,2021-10-27 09:26:42.140416
8,4943622728650fea,e9ece7653c3acf2c,"(4, 15)",1635326802140829,2021-10-27 09:26:42.140829
22,74317f43bb977d6c,256f6468ccb2bdd7,"(14, 16)",1635326802141633,2021-10-27 09:26:42.141633
24,74317f43bb977d6c,87b25186bf264fc0,"(16, 17)",1635326802141651,2021-10-27 09:26:42.141651
25,74317f43bb977d6c,dc6d88aeb87bb922,"(16, 18)",1635326802142088,2021-10-27 09:26:42.142088
23,4943622728650fea,24d05b47d281e2dd,"(15, 19)",1635326802143551,2021-10-27 09:26:42.143551
17,4943622728650fea,1641973b21d1ddd0,"(11, 19)",1635326802143657,2021-10-27 09:26:42.143657
18,4943622728650fea,f991ae9b66c1f1fb,"(12, 19)",1635326802143782,2021-10-27 09:26:42.143782
15,4943622728650fea,777df3d1528e12f0,"(9, 19)",1635326802145247,2021-10-27 09:26:42.145247
16,4943622728650fea,8fcacd03104e4f56,"(10, 19)",1635326802145436,2021-10-27 09:26:42.145436
26,74317f43bb977d6c,2995a085681b6ee6,"(16, 20)",1635326802146503,2021-10-27 09:26:42.146503
12,4943622728650fea,87e057bcc176d847,"(6, 21)",1635326802149411,2021-10-27 09:26:42.149411
27,4943622728650fea,23343abe8e74d8d3,"(21, 19)",1635326802149430,2021-10-27 09:26:42.149430
28,4943622728650fea,de04610074c098e6,"(21, 22)",1635326802152769,2021-10-27 09:26:42.152769
31,4943622728650fea,71b3f9d37a3b31b0,"(22, 23)",1635326802152833,2021-10-27 09:26:42.152833
32,4943622728650fea,35c5f372f662857d,"(22, 24)",1635326802153712,2021-10-27 09:26:42.153712
29,4943622728650fea,1adb1a2821f94652,"(21, 25)",1635326802154356,2021-10-27 09:26:42.154356
34,4943622728650fea,b1150736661bd5ce,"(25, 26)",1635326802154422,2021-10-27 09:26:42.154422
33,4943622728650fea,22dec522af0d5e14,"(22, 27)",1635326802155375,2021-10-27 09:26:42.155375
30,4943622728650fea,a88cecaee953733f,"(21, 28)",1635326802172849,2021-10-27 09:26:42.172849
35,4943622728650fea,35f071bac7586208,"(28, 29)",1635326802174748,2021-10-27 09:26:42.174748
37,4943622728650fea,ce61576fbc70759e,"(29, 30)",1635326802174763,2021-10-27 09:26:42.174763
38,4943622728650fea,b36219435a7a3119,"(29, 31)",1635326802175400,2021-10-27 09:26:42.175400
39,4943622728650fea,d844d5edc8158945,"(29, 32)",1635326802176158,2021-10-27 09:26:42.176158
