nodeID,source,destination,source_call,destination_call
4943622728650fea,0,nginx-web-server+/wrk2-api/post/compose,,1
1674cdfa4b393756,nginx-web-server+/wrk2-api/post/compose,nginx-web-server+ComposePost,1,2
f54badacecb915f6,nginx-web-server+ComposePost,media-service+UploadMedia,2,3
1459b3b889c44b91,nginx-web-server+ComposePost,user-service+UploadUserWithUserId,2,4
ce62bb5a44250501,nginx-web-server+ComposePost,unique-id-service+UploadUniqueId,2,5
d63eab044df64f01,nginx-web-server+ComposePost,text-service+UploadText,2,6
16a2e44c2bb5f6bf,media-service+UploadMedia,compose-post-service+UploadMedia,3,10
e9ece7653c3acf2c,user-service+UploadUserWithUserId,compose-post-service+UploadCreator,4,15
a4155eaba1ae19e,unique-id-service+UploadUniqueId,compose-post-service+UploadUniqueId,5,9
c9cf670372bd5b6e,text-service+UploadText,user-mention-service+UploadUserMentions,6,7
8f20977eafebfaf0,text-service+UploadText,url-shorten-service+UploadUrls,6,8
87e057bcc176d847,text-service+UploadText,compose-post-service+UploadText,6,21
fbbaeacb89bc9b08,user-mention-service+UploadUserMentions,compose-post-service+UploadUserMentions,7,12
f7a7a6c2d9fca27e,url-shorten-service+UploadUrls,compose-post-service+UploadUrls,8,11
777df3d1528e12f0,compose-post-service+UploadUniqueId,compose-post-service+RedisHashSet,9,19
8fcacd03104e4f56,compose-post-service+UploadMedia,compose-post-service+RedisHashSet,10,19
1641973b21d1ddd0,compose-post-service+UploadUrls,compose-post-service+RedisHashSet,11,19
f991ae9b66c1f1fb,compose-post-service+UploadUserMentions,compose-post-service+RedisHashSet,12,19
74317f43bb977d6c,0,nginx-web-server+/api/user/login,,13
9fd6029c8bdac61,nginx-web-server+/api/user/login,nginx-web-server+Login,13,14
256f6468ccb2bdd7,nginx-web-server+Login,user-service+Login,14,16
24d05b47d281e2dd,compose-post-service+UploadCreator,compose-post-service+RedisHashSet,15,19
87b25186bf264fc0,user-service+Login,user-service+MmcGetLogin,16,17
dc6d88aeb87bb922,user-service+Login,user-service+MongoFindUser,16,18
2995a085681b6ee6,user-service+Login,user-service+MmcSetLogin,16,20
23343abe8e74d8d3,compose-post-service+UploadText,compose-post-service+RedisHashSet,21,19
de04610074c098e6,compose-post-service+UploadText,user-timeline-service+WriteUserTimeline,21,22
1adb1a2821f94652,compose-post-service+UploadText,post-storage-service+StorePost,21,25
a88cecaee953733f,compose-post-service+UploadText,write-home-timeline-service+FanoutHomeTimelines,21,28
71b3f9d37a3b31b0,user-timeline-service+WriteUserTimeline,user-timeline-service+MongoFindUser,22,23
35c5f372f662857d,user-timeline-service+WriteUserTimeline,user-timeline-service+MongoInsert,22,24
22dec522af0d5e14,user-timeline-service+WriteUserTimeline,user-timeline-service+RedisUpdate,22,27
b1150736661bd5ce,post-storage-service+StorePost,post-storage-service+MongoInsertPost,25,26
35f071bac7586208,write-home-timeline-service+FanoutHomeTimelines,social-graph-service+GetFollowers,28,29
4233fb80379983a8,write-home-timeline-service+FanoutHomeTimelines,write-home-timeline-service+RedisUpdate,28,33
ce61576fbc70759e,social-graph-service+GetFollowers,social-graph-service+RedisGet,29,30
b36219435a7a3119,social-graph-service+GetFollowers,social-graph-service+MongoFindUser,29,31
d844d5edc8158945,social-graph-service+GetFollowers,social-graph-service+RedisInsert,29,32
47d6d9bc1e46ec3d,0,nginx-web-server+/wrk2-api/user/register,,34
464d9922229f409f,nginx-web-server+/wrk2-api/user/register,nginx-web-server+RegisterUser,34,35
9c1892555be62063,nginx-web-server+RegisterUser,user-service+RegisterUserWithId,35,36
9ac9dfc56fa49762,user-service+RegisterUserWithId,user-service+MongoInsertUser,36,37
83e33113dc086b82,user-service+RegisterUserWithId,social-graph-service+InsertUser,36,38
3563e66f2d4d71f2,social-graph-service+InsertUser,social-graph-service+MongoInsertUser,38,39
993d38a44144f9b8,nginx-web-server+/wrk2-api/user/register,nginx-web-server+/wrk2-api/user/register,34,34
474659cd3c7235a5,0,nginx-web-server+/wrk2-api/user-timeline/read,,40
d53d0c2540be0ef3,nginx-web-server+/wrk2-api/user-timeline/read,nginx-web-server+ReadUserTimeline,40,41
4d00548471dc26a0,nginx-web-server+ReadUserTimeline,user-timeline-service+ReadUserTimeline,41,42
2e5f3a697a16943f,user-timeline-service+ReadUserTimeline,user-timeline-service+RedisFind,42,43
6e0912ffdb71c773,user-timeline-service+ReadUserTimeline,user-timeline-service+MongoFindUserTimeline,42,44
1d843053a46423ea,user-timeline-service+ReadUserTimeline,post-storage-service+ReadPosts,42,45
877d53659145b6c,nginx-web-server+/wrk2-api/post/compose,nginx-web-server+/wrk2-api/post/compose,1,1
517e16fde77d8e75,compose-post-service+UploadUserMentions,user-timeline-service+WriteUserTimeline,12,22
c809786ee7b2339,compose-post-service+UploadUserMentions,post-storage-service+StorePost,12,25
572d9412ca469a8,compose-post-service+UploadUserMentions,write-home-timeline-service+FanoutHomeTimelines,12,28
f4a3304252db1e5c,nginx-web-server+/api/user/login,nginx-web-server+/api/user/login,13,13
6994e302a861a4dd,nginx-web-server+/wrk2-api/user-timeline/read,nginx-web-server+/wrk2-api/user-timeline/read,40,40
19789bac92a6c721,0,user-service+Login,,16
1ccb6b0792671a8,user-timeline-service+ReadUserTimeline,user-timeline-service+RedisUpdate,42,27
d4f46ea5d86a784c,post-storage-service+ReadPosts,post-storage-service+MemcachedMget,45,46
cbf1f80e5d0da312,post-storage-service+ReadPosts,post-storage-service+MongoFindPosts,45,47
7ecbd22ac239637f,post-storage-service+ReadPosts,post-storage-service+MmcSetPost,45,48
6366f3122148a759,0,user-timeline-service+ReadUserTimeline,,42
