nodeID,source,destination,source_call,destination_call
2cffcffaa43aeb11,31,32,url-shorten-service+compose_urls_server,url-shorten-service+url_mongo_insert_client
3e80d6c13763ee61,33,34,user-mention-service+compose_user_mentions_server,user-mention-service+compose_user_mentions_memcached_get_client
a7a02aa6a2d88870,33,35,user-mention-service+compose_user_mentions_server,user-mention-service+compose_user_mentions_mongo_find_client
2f51cce22546682d,36,37,compose-post-service+store_post_client,post-storage-service+store_post_server
f1abe000b076587,37,38,post-storage-service+store_post_server,post-storage-service+post_storage_mongo_insert_client
5ca6648289d87072,39,40,compose-post-service+write_user_timeline_client,user-timeline-service+write_user_timeline_server
600ceb93ad069d17,40,41,user-timeline-service+write_user_timeline_server,user-timeline-service+write_user_timeline_mongo_insert_client
89fbf0addf439bdb,40,42,user-timeline-service+write_user_timeline_server,user-timeline-service+write_user_timeline_redis_update_client
25e0085449c77b9d,43,44,compose-post-service+write_home_timeline_client,home-timeline-service+write_home_timeline_server
70a6422170921903,44,45,home-timeline-service+write_home_timeline_server,home-timeline-service+get_followers_client
86504414bcf4f06c,44,48,home-timeline-service+write_home_timeline_server,home-timeline-service+write_home_timeline_redis_update_client
5c37ec1b4412154a,45,46,home-timeline-service+get_followers_client,social-graph-service+get_followers_server
4b8990938c97ba8a,46,47,social-graph-service+get_followers_server,social-graph-service+social_graph_redis_get_client
5a4c2c344f17ae9b,1,1,nginx-web-server+/wrk2-api/user-timeline/read,nginx-web-server+/wrk2-api/user-timeline/read
1eef6348210ede22,9,49,user-timeline-service+read_user_timeline_server,user-timeline-service+user_timeline_mongo_find_client
cc38e2702498002,9,50,user-timeline-service+read_user_timeline_server,user-timeline-service+user_timeline_redis_update_client
b1e505c3b0950fc,18,18,nginx-web-server+/wrk2-api/post/compose,nginx-web-server+/wrk2-api/post/compose
42beb55bf9e2cfa,0,51,,nginx-web-server+/wrk2-api/user/register
d0dacccabed02ffa,51,52,nginx-web-server+/wrk2-api/user/register,nginx-web-server+register_client
7b050010b243913f,52,53,nginx-web-server+register_client,user-service+register_user_withid_server
23ceaa51c11f8d10,13,13,nginx-web-server+/api/user/login,nginx-web-server+/api/user/login
89caf33fb778def2,51,51,nginx-web-server+/wrk2-api/user/register,nginx-web-server+/wrk2-api/user/register
