traceID,spanID,process.serviceName,operationName,startTime,startTimeMillis,duration,tags.0.type,tags.0.key,tags.0.value,tags.1.type,tags.1.key,tags.1.value,tags.2.type,tags.2.key,tags.2.value,tags.3.type,tags.3.key,tags.3.value,tags.4.type,tags.4.key,tags.4.value,tags.5.type,tags.5.key,tags.5.value,tags.6.type,tags.6.key,tags.6.value,tags.7.type,tags.7.key,tags.7.value,tags.8.type,tags.8.key,tags.8.value,tags.9.type,tags.9.key,tags.9.value,references.0.refType,references.0.spanID,references.0.traceID,tags.10.type,tags.10.key,tags.10.value,timeStamp
19fbb1b746823a76,8f79d4706dc03d35,post-storage-service,StorePost,1635326806529034,1635326806529,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2d08de8004d9bb36,19fbb1b746823a76,,,,2021-10-27 09:26:46.529034
19fbb1b746823a76,2f8b06cca840ccb,user-timeline-service,MongoFindUser,1635326806529058,1635326806529,1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,8d74bd5f675d10b4,19fbb1b746823a76,,,,2021-10-27 09:26:46.529058
19fbb1b746823a76,80829cb0fb5d489,post-storage-service,MongoInsertPost,1635326806529064,1635326806529,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,8f79d4706dc03d35,19fbb1b746823a76,,,,2021-10-27 09:26:46.529064
19fbb1b746823a76,7770361ce8e52690,user-timeline-service,MongoInsert,1635326806529676,1635326806529,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,8d74bd5f675d10b4,19fbb1b746823a76,,,,2021-10-27 09:26:46.529676
19fbb1b746823a76,b2cccf658a512ace,write-home-timeline-service,FanoutHomeTimelines,1635326806529804,1635326806529,2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2d08de8004d9bb36,19fbb1b746823a76,,,,2021-10-27 09:26:46.529804
19fbb1b746823a76,39d3e0879e40e26e,social-graph-service,GetFollowers,1635326806529910,1635326806529,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b2cccf658a512ace,19fbb1b746823a76,,,,2021-10-27 09:26:46.529910
19fbb1b746823a76,32a0d32e49e3d0ce,social-graph-service,RedisGet,1635326806529922,1635326806529,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,39d3e0879e40e26e,19fbb1b746823a76,,,,2021-10-27 09:26:46.529922
19fbb1b746823a76,cc97feba051d6452,user-timeline-service,RedisUpdate,1635326806530074,1635326806530,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,8d74bd5f675d10b4,19fbb1b746823a76,,,,2021-10-27 09:26:46.530074
19fbb1b746823a76,dafc1d5e0862f60b,social-graph-service,MongoFindUser,1635326806530388,1635326806530,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,39d3e0879e40e26e,19fbb1b746823a76,,,,2021-10-27 09:26:46.530388
19fbb1b746823a76,146a14a6e6098767,social-graph-service,RedisInsert,1635326806531042,1635326806531,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,39d3e0879e40e26e,19fbb1b746823a76,,,,2021-10-27 09:26:46.531042
19fbb1b746823a76,236b3646998353ea,write-home-timeline-service,RedisUpdate,1635326806531653,1635326806531,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b2cccf658a512ace,19fbb1b746823a76,,,,2021-10-27 09:26:46.531653
c0490bcc984a3f05,c0490bcc984a3f05,nginx-web-server,/wrk2-api/post/compose,1635326806654000,1635326806654,10975,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,10,string,peer.address,172.21.0.1:55126,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,,,,,,,2021-10-27 09:26:46.654000
c0490bcc984a3f05,6ca2a5337a8ed60b,nginx-web-server,/wrk2-api/post/compose,1635326806654762,1635326806654,10213,string,component,nginx,string,nginx.worker_pid,10,string,peer.address,172.21.0.1:55126,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,c0490bcc984a3f05,c0490bcc984a3f05,,,,2021-10-27 09:26:46.654762
c0490bcc984a3f05,e396cfcf24bb61e8,nginx-web-server,ComposePost,1635326806654930,1635326806654,9878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,6ca2a5337a8ed60b,c0490bcc984a3f05,,,,2021-10-27 09:26:46.654930
c0490bcc984a3f05,69dce38d6d32b12d,media-service,UploadMedia,1635326806655884,1635326806655,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,e396cfcf24bb61e8,c0490bcc984a3f05,,,,2021-10-27 09:26:46.655884
c0490bcc984a3f05,89cc8cae10b7dd0a,user-service,UploadUserWithUserId,1635326806656003,1635326806656,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,e396cfcf24bb61e8,c0490bcc984a3f05,,,,2021-10-27 09:26:46.656003
c0490bcc984a3f05,adfc5b42927af57b,compose-post-service,UploadMedia,1635326806656048,1635326806656,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,69dce38d6d32b12d,c0490bcc984a3f05,,,,2021-10-27 09:26:46.656048
c0490bcc984a3f05,ff2e332f26efbd9c,compose-post-service,RedisHashSet,1635326806656097,1635326806656,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,adfc5b42927af57b,c0490bcc984a3f05,,,,2021-10-27 09:26:46.656097
c0490bcc984a3f05,c6691f398b7b6f51,compose-post-service,UploadCreator,1635326806656235,1635326806656,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,89cc8cae10b7dd0a,c0490bcc984a3f05,,,,2021-10-27 09:26:46.656235
c0490bcc984a3f05,61fbe9d98b0c264d,compose-post-service,RedisHashSet,1635326806656281,1635326806656,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,c6691f398b7b6f51,c0490bcc984a3f05,,,,2021-10-27 09:26:46.656281
c0490bcc984a3f05,90acc28317be6f7c,text-service,UploadText,1635326806656350,1635326806656,8274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,e396cfcf24bb61e8,c0490bcc984a3f05,,,,2021-10-27 09:26:46.656350
c0490bcc984a3f05,2fa81cf722da5c0b,unique-id-service,UploadUniqueId,1635326806656500,1635326806656,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,e396cfcf24bb61e8,c0490bcc984a3f05,,,,2021-10-27 09:26:46.656500
c0490bcc984a3f05,254cc9187bc30827,compose-post-service,UploadUniqueId,1635326806656774,1635326806656,1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2fa81cf722da5c0b,c0490bcc984a3f05,,,,2021-10-27 09:26:46.656774
c0490bcc984a3f05,bfc976bfea132dbc,compose-post-service,RedisHashSet,1635326806656800,1635326806656,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,254cc9187bc30827,c0490bcc984a3f05,,,,2021-10-27 09:26:46.656800
c0490bcc984a3f05,424b5c9dc757e0ee,url-shorten-service,UploadUrls,1635326806657857,1635326806657,1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,90acc28317be6f7c,c0490bcc984a3f05,,,,2021-10-27 09:26:46.657857
c0490bcc984a3f05,b94f9a17eba2b6d5,user-mention-service,UploadUserMentions,1635326806657902,1635326806657,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,90acc28317be6f7c,c0490bcc984a3f05,,,,2021-10-27 09:26:46.657902
c0490bcc984a3f05,d4d1a06aabfcc085,compose-post-service,UploadUrls,1635326806658401,1635326806658,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,424b5c9dc757e0ee,c0490bcc984a3f05,,,,2021-10-27 09:26:46.658401
c0490bcc984a3f05,18a3757e5fe7384b,compose-post-service,RedisHashSet,1635326806658443,1635326806658,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,d4d1a06aabfcc085,c0490bcc984a3f05,,,,2021-10-27 09:26:46.658443
c0490bcc984a3f05,761c1af61c99c4ad,compose-post-service,UploadUserMentions,1635326806659224,1635326806659,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b94f9a17eba2b6d5,c0490bcc984a3f05,,,,2021-10-27 09:26:46.659224
c0490bcc984a3f05,6019c6edc6f60848,compose-post-service,RedisHashSet,1635326806659264,1635326806659,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,761c1af61c99c4ad,c0490bcc984a3f05,,,,2021-10-27 09:26:46.659264
c0490bcc984a3f05,2b469ef7b07aa56c,compose-post-service,UploadText,1635326806660569,1635326806660,3793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,90acc28317be6f7c,c0490bcc984a3f05,,,,2021-10-27 09:26:46.660569
c0490bcc984a3f05,fad2b1a9c107e597,compose-post-service,RedisHashSet,1635326806660682,1635326806660,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2b469ef7b07aa56c,c0490bcc984a3f05,,,,2021-10-27 09:26:46.660682
c0490bcc984a3f05,393a41bae26719ec,post-storage-service,StorePost,1635326806662570,1635326806662,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2b469ef7b07aa56c,c0490bcc984a3f05,,,,2021-10-27 09:26:46.662570
c0490bcc984a3f05,5e47edd3625e7a3c,user-timeline-service,WriteUserTimeline,1635326806662590,1635326806662,1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2b469ef7b07aa56c,c0490bcc984a3f05,,,,2021-10-27 09:26:46.662590
c0490bcc984a3f05,34ccbb2635abd4ea,post-storage-service,MongoInsertPost,1635326806662609,1635326806662,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,393a41bae26719ec,c0490bcc984a3f05,,,,2021-10-27 09:26:46.662609
c0490bcc984a3f05,ad485460beedcd06,user-timeline-service,MongoFindUser,1635326806662618,1635326806662,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,5e47edd3625e7a3c,c0490bcc984a3f05,,,,2021-10-27 09:26:46.662618
c0490bcc984a3f05,ad97e1abb3d6bcfd,user-timeline-service,MongoInsert,1635326806663380,1635326806663,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,5e47edd3625e7a3c,c0490bcc984a3f05,,,,2021-10-27 09:26:46.663380
c0490bcc984a3f05,1bd59f508a48545,write-home-timeline-service,FanoutHomeTimelines,1635326806663488,1635326806663,3777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2b469ef7b07aa56c,c0490bcc984a3f05,,,,2021-10-27 09:26:46.663488
c0490bcc984a3f05,dcbae90af71aadb8,social-graph-service,GetFollowers,1635326806663622,1635326806663,2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,1bd59f508a48545,c0490bcc984a3f05,,,,2021-10-27 09:26:46.663622
c0490bcc984a3f05,da76644d68c90a29,social-graph-service,RedisGet,1635326806663639,1635326806663,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,dcbae90af71aadb8,c0490bcc984a3f05,,,,2021-10-27 09:26:46.663639
c0490bcc984a3f05,7477f99c86920f5e,user-timeline-service,RedisUpdate,1635326806663904,1635326806663,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,5e47edd3625e7a3c,c0490bcc984a3f05,,,,2021-10-27 09:26:46.663904
c0490bcc984a3f05,f9443ea7cd4ff22b,social-graph-service,MongoFindUser,1635326806664176,1635326806664,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,dcbae90af71aadb8,c0490bcc984a3f05,,,,2021-10-27 09:26:46.664176
c0490bcc984a3f05,67de21740f1c8217,social-graph-service,RedisInsert,1635326806665116,1635326806665,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,dcbae90af71aadb8,c0490bcc984a3f05,,,,2021-10-27 09:26:46.665116
c0490bcc984a3f05,2a35370aca927545,write-home-timeline-service,RedisUpdate,1635326806665937,1635326806665,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,1bd59f508a48545,c0490bcc984a3f05,,,,2021-10-27 09:26:46.665937
b65cab08fa5a2448,b65cab08fa5a2448,nginx-web-server,/wrk2-api/post/compose,1635326806820000,1635326806820,8659,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,12,string,peer.address,172.21.0.1:55194,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,,,,,,,2021-10-27 09:26:46.820000
b65cab08fa5a2448,2ae6600ee57a19ff,nginx-web-server,/wrk2-api/post/compose,1635326806820821,1635326806820,7838,string,component,nginx,string,nginx.worker_pid,12,string,peer.address,172.21.0.1:55194,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,b65cab08fa5a2448,b65cab08fa5a2448,,,,2021-10-27 09:26:46.820821
b65cab08fa5a2448,861053c9925a8422,nginx-web-server,ComposePost,1635326806821038,1635326806821,7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2ae6600ee57a19ff,b65cab08fa5a2448,,,,2021-10-27 09:26:46.821038
b65cab08fa5a2448,3061c31844572d0a,media-service,UploadMedia,1635326806821815,1635326806821,1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,861053c9925a8422,b65cab08fa5a2448,,,,2021-10-27 09:26:46.821815
b65cab08fa5a2448,16aa5694e687b98e,user-service,UploadUserWithUserId,1635326806822068,1635326806822,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,861053c9925a8422,b65cab08fa5a2448,,,,2021-10-27 09:26:46.822068
b65cab08fa5a2448,473ceacf797402a5,compose-post-service,UploadMedia,1635326806822140,1635326806822,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,3061c31844572d0a,b65cab08fa5a2448,,,,2021-10-27 09:26:46.822140
b65cab08fa5a2448,2a43e479da6fc729,compose-post-service,RedisHashSet,1635326806822165,1635326806822,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,473ceacf797402a5,b65cab08fa5a2448,,,,2021-10-27 09:26:46.822165
b65cab08fa5a2448,2d89c83848a47b31,compose-post-service,UploadCreator,1635326806822192,1635326806822,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,16aa5694e687b98e,b65cab08fa5a2448,,,,2021-10-27 09:26:46.822192
b65cab08fa5a2448,e549f96932025dcd,compose-post-service,RedisHashSet,1635326806822204,1635326806822,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2d89c83848a47b31,b65cab08fa5a2448,,,,2021-10-27 09:26:46.822204
b65cab08fa5a2448,cc25d46d0fc40ce1,text-service,UploadText,1635326806822436,1635326806822,5882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,861053c9925a8422,b65cab08fa5a2448,,,,2021-10-27 09:26:46.822436
b65cab08fa5a2448,aa7381428f6074d4,unique-id-service,UploadUniqueId,1635326806822941,1635326806822,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,861053c9925a8422,b65cab08fa5a2448,,,,2021-10-27 09:26:46.822941
b65cab08fa5a2448,52c553e905ae620b,compose-post-service,UploadUniqueId,1635326806823039,1635326806823,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,aa7381428f6074d4,b65cab08fa5a2448,,,,2021-10-27 09:26:46.823039
b65cab08fa5a2448,d109a27667de0c90,compose-post-service,RedisHashSet,1635326806823051,1635326806823,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,52c553e905ae620b,b65cab08fa5a2448,,,,2021-10-27 09:26:46.823051
b65cab08fa5a2448,8aa29fffb1901aaf,url-shorten-service,UploadUrls,1635326806823535,1635326806823,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,cc25d46d0fc40ce1,b65cab08fa5a2448,,,,2021-10-27 09:26:46.823535
b65cab08fa5a2448,3d06ac730d82586f,user-mention-service,UploadUserMentions,1635326806823547,1635326806823,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,cc25d46d0fc40ce1,b65cab08fa5a2448,,,,2021-10-27 09:26:46.823547
b65cab08fa5a2448,d4bc8b925bf5a67e,compose-post-service,UploadUrls,1635326806823847,1635326806823,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,8aa29fffb1901aaf,b65cab08fa5a2448,,,,2021-10-27 09:26:46.823847
b65cab08fa5a2448,5cb77590f2d3629a,compose-post-service,RedisHashSet,1635326806823899,1635326806823,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,d4bc8b925bf5a67e,b65cab08fa5a2448,,,,2021-10-27 09:26:46.823899
b65cab08fa5a2448,b87dadd53bfd257a,compose-post-service,UploadUserMentions,1635326806824231,1635326806824,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,3d06ac730d82586f,b65cab08fa5a2448,,,,2021-10-27 09:26:46.824231
b65cab08fa5a2448,c23c0350ffcce54c,compose-post-service,RedisHashSet,1635326806824250,1635326806824,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b87dadd53bfd257a,b65cab08fa5a2448,,,,2021-10-27 09:26:46.824250
b65cab08fa5a2448,2e80867a3fba9caf,compose-post-service,UploadText,1635326806825046,1635326806825,3163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,cc25d46d0fc40ce1,b65cab08fa5a2448,,,,2021-10-27 09:26:46.825046
b65cab08fa5a2448,6d3c8700316c2c72,compose-post-service,RedisHashSet,1635326806825057,1635326806825,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2e80867a3fba9caf,b65cab08fa5a2448,,,,2021-10-27 09:26:46.825057
b65cab08fa5a2448,70c5470ae7019074,user-timeline-service,WriteUserTimeline,1635326806826197,1635326806826,1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2e80867a3fba9caf,b65cab08fa5a2448,,,,2021-10-27 09:26:46.826197
b65cab08fa5a2448,f561dc452be63257,user-timeline-service,MongoFindUser,1635326806826226,1635326806826,1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,70c5470ae7019074,b65cab08fa5a2448,,,,2021-10-27 09:26:46.826226
b65cab08fa5a2448,62704880df334780,post-storage-service,StorePost,1635326806826276,1635326806826,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2e80867a3fba9caf,b65cab08fa5a2448,,,,2021-10-27 09:26:46.826276
b65cab08fa5a2448,1589d1a038d45e72,post-storage-service,MongoInsertPost,1635326806826312,1635326806826,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,62704880df334780,b65cab08fa5a2448,,,,2021-10-27 09:26:46.826312
b65cab08fa5a2448,e71134877373d08f,user-timeline-service,MongoInsert,1635326806826897,1635326806826,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,70c5470ae7019074,b65cab08fa5a2448,,,,2021-10-27 09:26:46.826897
b65cab08fa5a2448,64e2f2366933e02f,write-home-timeline-service,FanoutHomeTimelines,1635326806827038,1635326806827,4876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2e80867a3fba9caf,b65cab08fa5a2448,,,,2021-10-27 09:26:46.827038
b65cab08fa5a2448,75e8931a0abb91ab,social-graph-service,GetFollowers,1635326806827209,1635326806827,2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,64e2f2366933e02f,b65cab08fa5a2448,,,,2021-10-27 09:26:46.827209
b65cab08fa5a2448,380e183253b02b4,social-graph-service,RedisGet,1635326806827247,1635326806827,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,75e8931a0abb91ab,b65cab08fa5a2448,,,,2021-10-27 09:26:46.827247
b65cab08fa5a2448,d035da6a3ccaeea9,user-timeline-service,RedisUpdate,1635326806827564,1635326806827,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,70c5470ae7019074,b65cab08fa5a2448,,,,2021-10-27 09:26:46.827564
b65cab08fa5a2448,23fb15f2867fda99,social-graph-service,MongoFindUser,1635326806828033,1635326806828,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,75e8931a0abb91ab,b65cab08fa5a2448,,,,2021-10-27 09:26:46.828033
b65cab08fa5a2448,1ffeae8083464456,social-graph-service,RedisInsert,1635326806829072,1635326806829,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,75e8931a0abb91ab,b65cab08fa5a2448,,,,2021-10-27 09:26:46.829072
b65cab08fa5a2448,e61437b22123c925,write-home-timeline-service,RedisUpdate,1635326806830273,1635326806830,1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,64e2f2366933e02f,b65cab08fa5a2448,,,,2021-10-27 09:26:46.830273
1ee2cf0c1652b9b8,1ee2cf0c1652b9b8,nginx-web-server,/wrk2-api/post/compose,1635326806914000,1635326806914,11011,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,13,string,peer.address,172.21.0.1:55170,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,,,,,,,2021-10-27 09:26:46.914000
1ee2cf0c1652b9b8,c6f2cee473641590,nginx-web-server,/wrk2-api/post/compose,1635326806914438,1635326806914,10574,string,component,nginx,string,nginx.worker_pid,13,string,peer.address,172.21.0.1:55170,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,1ee2cf0c1652b9b8,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.914438
1ee2cf0c1652b9b8,440abbe35fe0e6bf,nginx-web-server,ComposePost,1635326806914640,1635326806914,10250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,c6f2cee473641590,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.914640
1ee2cf0c1652b9b8,b2baaa8392745c25,media-service,UploadMedia,1635326806915527,1635326806915,1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,440abbe35fe0e6bf,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.915527
1ee2cf0c1652b9b8,46afc369f288cd55,compose-post-service,UploadMedia,1635326806915889,1635326806915,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b2baaa8392745c25,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.915889
1ee2cf0c1652b9b8,d1265efd7a2ad94,compose-post-service,RedisHashSet,1635326806915951,1635326806915,917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,46afc369f288cd55,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.915951
1ee2cf0c1652b9b8,9fc9aa358e1388d5,user-service,UploadUserWithUserId,1635326806915964,1635326806915,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,440abbe35fe0e6bf,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.915964
1ee2cf0c1652b9b8,4f1eafdb5f6e7901,compose-post-service,UploadCreator,1635326806916239,1635326806916,1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9fc9aa358e1388d5,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.916239
1ee2cf0c1652b9b8,211ae6449fd9b5d1,text-service,UploadText,1635326806916250,1635326806916,8436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,440abbe35fe0e6bf,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.916250
1ee2cf0c1652b9b8,b67e5692281b0682,compose-post-service,RedisHashSet,1635326806916281,1635326806916,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,4f1eafdb5f6e7901,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.916281
1ee2cf0c1652b9b8,1d10fa28828ba409,unique-id-service,UploadUniqueId,1635326806917170,1635326806917,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,440abbe35fe0e6bf,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.917170
1ee2cf0c1652b9b8,bc4536314fb4025f,compose-post-service,UploadUniqueId,1635326806917459,1635326806917,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,1d10fa28828ba409,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.917459
1ee2cf0c1652b9b8,85c41221a7bdcf8e,compose-post-service,RedisHashSet,1635326806917492,1635326806917,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,bc4536314fb4025f,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.917492
1ee2cf0c1652b9b8,a774cb310bf60fdd,url-shorten-service,UploadUrls,1635326806919395,1635326806919,1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,211ae6449fd9b5d1,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.919395
1ee2cf0c1652b9b8,bcf9e3fd897802cb,user-mention-service,UploadUserMentions,1635326806919456,1635326806919,1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,211ae6449fd9b5d1,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.919456
1ee2cf0c1652b9b8,cdf4091bfc72a63b,compose-post-service,UploadUrls,1635326806919964,1635326806919,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,a774cb310bf60fdd,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.919964
1ee2cf0c1652b9b8,e5c743c4c2fff05,compose-post-service,RedisHashSet,1635326806919997,1635326806919,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,cdf4091bfc72a63b,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.919997
1ee2cf0c1652b9b8,1ebf21b18c657667,compose-post-service,UploadUserMentions,1635326806920376,1635326806920,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,bcf9e3fd897802cb,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.920376
1ee2cf0c1652b9b8,d9d82de254cab561,compose-post-service,RedisHashSet,1635326806920405,1635326806920,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,1ebf21b18c657667,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.920405
1ee2cf0c1652b9b8,fe064a93104d69ea,compose-post-service,UploadText,1635326806921516,1635326806921,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,211ae6449fd9b5d1,1ee2cf0c1652b9b8,,,,2021-10-27 09:26:46.921516
