traceID,spanID,process.serviceName,operationName,startTime,startTimeMillis,duration,tags,references,references.0.refType,references.0.spanID,references.0.traceID
9439824522a3022,376929572bd37173,nginx-web-server,register_client,1669361910886094,1669361910886,119990,,,CHILD_OF,b6d2a927879d5b63,9439824522a3022
15c1dbbbf80188dd,eacdaf6f7e6041fa,nginx-web-server,register_client,1669361910892725,1669361910892,127712,,,CHILD_OF,c9d29909c314f69d,15c1dbbbf80188dd
f576cc700c30e04,783cbda08c8ced8,nginx-web-server,register_client,1669361910893782,1669361910893,89968,,,CHILD_OF,c014e42cbd65088d,f576cc700c30e04
31416089f438b25f,f8a45cb79722bfd5,nginx-web-server,register_client,1669361910898575,1669361910898,127332,,,CHILD_OF,daba593b7108d1ba,31416089f438b25f
2f88f3bdcac93400,15552fbaa1996dfd,nginx-web-server,register_client,1669361910898931,1669361910898,126834,,,CHILD_OF,bb2dc74777b74be7,2f88f3bdcac93400
20bbb8e5a0408c15,b4a494c01b21c9f5,nginx-web-server,register_client,1669361910899289,1669361910899,165410,,,CHILD_OF,6350081ec3da3627,20bbb8e5a0408c15
fd0142b826b8260,fe3bd3077a0eb829,nginx-web-server,register_client,1669361910902763,1669361910902,82617,,,CHILD_OF,873d4d7af4d1cbca,fd0142b826b8260
2c7dcb7d53155c3d,ec7dba2a21abc00c,nginx-web-server,register_client,1669361910904095,1669361910904,117431,,,CHILD_OF,6675b40d8766c034,2c7dcb7d53155c3d
2ac30ac0e7e9fa39,e4dc9c25a38e1f32,nginx-web-server,register_client,1669361910908613,1669361910908,77313,,,CHILD_OF,16fb2dcc854bc125,2ac30ac0e7e9fa39
e0f92ea659573ee,33c7de53dbc97d56,nginx-web-server,register_client,1669361910912699,1669361910912,95224,,,CHILD_OF,1dfd4bfdaa1d0980,e0f92ea659573ee
1081e31cdaf9a51e,51431eb65da4e6d6,nginx-web-server,register_client,1669361910914050,1669361910914,74512,,,CHILD_OF,debe7b9e5db8b965,1081e31cdaf9a51e
200f08e3d22b2134,439edfa27b3dce23,nginx-web-server,register_client,1669361910916336,1669361910916,106130,,,CHILD_OF,84b6fe5539ecbc1e,200f08e3d22b2134
c941959ef1115f1,27db47e1b7380ab2,nginx-web-server,register_client,1669361910918262,1669361910918,72972,,,CHILD_OF,3b5b0c522b3c1920,c941959ef1115f1
29edf31cedfd8828,4a318560e7f2a364,nginx-web-server,register_client,1669361910924398,1669361910924,100389,,,CHILD_OF,cd35699f205e66b9,29edf31cedfd8828
1ddc37b3ecf36ea0,1fd172881cc988b4,nginx-web-server,register_client,1669361910925790,1669361910925,97157,,,CHILD_OF,5161e924aaa5501a,1ddc37b3ecf36ea0
7fe4eafb620e25e,ad556c53ac62dfbc,nginx-web-server,register_client,1669361910926044,1669361910926,96600,,,CHILD_OF,ab0b25f566ebae69,7fe4eafb620e25e
61ee66a44e7f8e2,9608004d8e6a9bb2,nginx-web-server,register_client,1669361910932958,1669361910932,64471,,,CHILD_OF,7bcaa8f9d084c656,61ee66a44e7f8e2
140811a74ba1d879,dfc4f629a8b48c7c,nginx-web-server,register_client,1669361910938053,1669361910938,72732,,,CHILD_OF,e0e242f28802e48c,140811a74ba1d879
309aae16c9071f9c,633a6f2d10a1784b,nginx-web-server,register_client,1669361910940817,1669361910940,88845,,,CHILD_OF,b8107cd5bdf92b68,309aae16c9071f9c
4f3acfc93e0b12a,937e95194acbe512,nginx-web-server,register_client,1669361910942765,1669361910942,61870,,,CHILD_OF,3fb23dfa39869fdb,4f3acfc93e0b12a
1fba0790bba8381b,5a9cfcd42aef0914,nginx-web-server,register_client,1669361910955276,1669361910955,164729,,,CHILD_OF,eefa876d48620451,1fba0790bba8381b
2f430dd0fbf7e15,62f8e8e233773606,nginx-web-server,register_client,1669361910955578,1669361910955,121905,,,CHILD_OF,62ecf702c626dbcd,2f430dd0fbf7e15
28f3e0bcb8470900,f36f8ac95db50d35,nginx-web-server,register_client,1669361910958312,1669361910958,169771,,,CHILD_OF,d551257c54bc5b48,28f3e0bcb8470900
2cc56aec6a1f63bf,290d3ac109cf4680,nginx-web-server,register_client,1669361910958911,1669361910958,160204,,,CHILD_OF,d8d5ef907dfab415,2cc56aec6a1f63bf
16c8fd6f0af88eb0,313ff2da88f9e1d0,nginx-web-server,register_client,1669361910960760,1669361910960,151266,,,CHILD_OF,c122709c5eb420f4,16c8fd6f0af88eb0
b8601a6d2359ec9,5baeb3ffc1fed704,nginx-web-server,register_client,1669361910969469,1669361910969,95486,,,CHILD_OF,502e3b0fc02d8f7e,b8601a6d2359ec9
d3b4658c1f5f139,f52c0d4127c27f64,nginx-web-server,register_client,1669361910971065,1669361910971,169291,,,CHILD_OF,7a337b51c62fb536,d3b4658c1f5f139
104bf64088a97f9,371bca0cb8a403c8,nginx-web-server,register_client,1669361910973251,1669361910973,80502,,,CHILD_OF,bbb03d6039ada796,104bf64088a97f9
31f4910dfa29c287,75f896eec3002024,nginx-web-server,register_client,1669361910975706,1669361910975,117835,,,CHILD_OF,471a296190d51a11,31f4910dfa29c287
1a38d8c59570ef6b,45b4d58a86fc096a,nginx-web-server,register_client,1669361910975844,1669361910975,90470,,,CHILD_OF,650c7718c5f54220,1a38d8c59570ef6b
ee5eb63a16aacac,f2539a339d075e99,nginx-web-server,register_client,1669361910976306,1669361910976,83625,,,CHILD_OF,edc647452a5d3e66,ee5eb63a16aacac
1a02efb7476f491e,f1d80a3a9bbbd9b1,nginx-web-server,register_client,1669361910983379,1669361910983,87445,,,CHILD_OF,64964481861b1421,1a02efb7476f491e
1d8b03b8a0017a09,95e57ff12c36adc,nginx-web-server,register_client,1669361910986624,1669361910986,81973,,,CHILD_OF,5b3c86a9a3920a2b,1d8b03b8a0017a09
171bf3001bd5d3a2,d51814f46d5f5753,nginx-web-server,register_client,1669361910990913,1669361910990,94336,,,CHILD_OF,cfec9bf5436c9766,171bf3001bd5d3a2
1143258ba4aaff19,62ac5168eb54c8dd,nginx-web-server,register_client,1669361910997722,1669361910997,153937,,,CHILD_OF,b305948ad28b124b,1143258ba4aaff19
256fbf69842bba2c,b5dee86137a67fc2,nginx-web-server,register_client,1669361911008111,1669361911008,39637,,,CHILD_OF,500c31ad9b7f6ac4,256fbf69842bba2c
206cde1206319da0,ae67b50075c76f0b,nginx-web-server,register_client,1669361911008576,1669361911008,41507,,,CHILD_OF,fb54b82cdc6faad1,206cde1206319da0
24eec425fa3e8ff6,99e54e98c3836478,nginx-web-server,register_client,1669361911011583,1669361911011,50108,,,CHILD_OF,77317638bc63da78,24eec425fa3e8ff6
9e3c4327c1677b2,22a95688f990538f,nginx-web-server,register_client,1669361911012634,1669361911012,40186,,,CHILD_OF,c95253b929294390,9e3c4327c1677b2
211b1295c9ecd89c,16957466c647f689,nginx-web-server,register_client,1669420762749367,1669420762749,2178,,,CHILD_OF,cb9bc80df966e00a,211b1295c9ecd89c
211d4270f19ecdde,f1ee326aedd39f67,nginx-web-server,register_client,1669420762754299,1669420762754,1661,,,CHILD_OF,126af5b51a966ce7,211d4270f19ecdde
78d9007cd598e0c,d26f87914dae7f79,nginx-web-server,register_client,1669420762757324,1669420762757,1246,,,CHILD_OF,ab9fd75ad9821a7d,78d9007cd598e0c
31b8146443d95ab1,f48550891d271a3f,nginx-web-server,register_client,1669420762769425,1669420762769,1179,,,CHILD_OF,75d991cfbe68bdb7,31b8146443d95ab1
29381c2f7fcfb954,c08476ceaebb5d2,nginx-web-server,register_client,1669420762771967,1669420762771,1295,,,CHILD_OF,8db9668d97060a9e,29381c2f7fcfb954
27715e87d8df56f2,98f8d74ae28c086d,nginx-web-server,register_client,1669420762777032,1669420762777,1368,,,CHILD_OF,1f8460c0c03386b2,27715e87d8df56f2
117b5a43c64826fd,206b16eee6910398,nginx-web-server,register_client,1669420762792104,1669420762792,1269,,,CHILD_OF,31ef5b13c746d7a4,117b5a43c64826fd
53469a8c9bbe530,5fbb19903fe20574,nginx-web-server,register_client,1669420762794697,1669420762794,1198,,,CHILD_OF,3cafec8d7d46ab13,53469a8c9bbe530
143ab7d5954849d,d6b4013fc69c8b41,nginx-web-server,register_client,1669420762809811,1669420762809,1210,,,CHILD_OF,6f99a996e631d4d7,143ab7d5954849d
22d95cdb5f4139f,4fad7a09259b18c0,nginx-web-server,register_client,1669420762826879,1669420762826,1099,,,CHILD_OF,a4822523cbe0d02f,22d95cdb5f4139f
32b3d05fde55124d,faec1e1ca1da921f,nginx-web-server,register_client,1669420762829329,1669420762829,1260,,,CHILD_OF,a119d778a499a384,32b3d05fde55124d
