2dbd689ba005b92c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9c8e4a33ce44ef7c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15ced0169ec2d4fc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1eda4b436d89607d,1,1,2,0,0,3,2,1,1,0,1,2,0,5,2,1,1,0,0,0,0,3,0,1,0,2,1,0,0,6,0,1,0,1,0,1,0,0,2,0,1,1,1,4,4,1,1,2,0,1,0,0,1,1,1,1,4,1,1,2,1,1,1,0,0,1,0,0,1,0,2,2,4,3,2,0,1,1,1,1,6,3,1,1,1,2,1,0,2,3,2,0,1,0,2,2,0,1,1,1,0
84446db871ee7541,1,1,2,0,0,3,2,1,1,0,1,2,0,5,2,1,1,0,0,0,0,3,0,1,0,2,1,0,0,6,0,1,0,1,0,1,0,0,2,0,1,1,1,4,4,1,1,2,0,1,0,0,1,1,1,1,4,1,1,2,1,1,1,0,0,1,0,0,1,0,2,2,4,3,2,0,1,1,1,1,6,3,1,1,1,2,1,0,2,3,2,0,1,0,2,2,0,1,1,1,0
f54145d213acd3c,1,1,2,0,0,3,2,1,1,0,1,2,0,5,2,1,1,0,0,0,0,3,0,1,0,2,1,0,0,6,0,1,0,1,0,1,0,0,2,0,1,1,1,4,4,1,1,2,0,1,0,0,1,1,1,1,4,1,1,2,1,1,1,0,0,1,0,0,1,0,2,2,4,3,2,0,1,1,1,1,6,3,1,1,1,2,1,0,2,3,2,0,1,0,2,2,0,1,1,1,0
b4596e61f1b0b1ca,1,1,2,0,0,3,2,1,1,0,1,2,0,5,2,1,1,0,0,0,0,3,0,1,0,2,1,0,0,6,0,1,0,1,0,1,0,0,2,0,1,1,1,4,4,1,1,2,0,1,0,0,1,1,1,1,4,1,1,2,1,1,1,0,0,1,0,0,1,0,2,2,4,3,2,0,1,1,1,1,6,3,1,1,1,2,1,0,2,3,2,0,1,0,2,2,0,1,1,1,0
ab5f439d83780351,1,1,2,0,0,3,2,1,1,0,1,2,0,5,2,1,1,0,0,0,0,3,0,1,0,2,1,0,0,6,0,1,0,1,0,1,0,0,2,0,1,1,1,4,4,1,1,2,0,1,0,0,1,1,1,1,4,1,1,2,1,1,1,0,0,1,0,0,1,0,2,2,4,3,2,0,1,1,1,1,6,3,1,1,1,2,1,0,2,3,2,0,1,0,2,2,0,1,1,1,0
797f7773fa2a2439,1,1,3,0,2,4,4,2,1,1,3,2,3,7,7,3,2,1,1,3,2,4,1,2,2,2,1,0,4,6,2,0,0,3,2,3,2,0,3,0,2,1,2,4,1,1,2,2,0,3,1,0,3,1,1,1,4,2,1,3,0,2,1,0,5,2,1,0,0,0,2,2,3,1,3,0,2,1,1,3,5,2,5,4,1,5,1,2,3,3,3,2,2,3,2,3,1,3,3,0,0
f3508e565abd36ea,1,1,3,0,2,4,4,2,1,1,3,2,3,7,7,3,2,1,1,3,2,4,1,2,2,2,1,0,4,6,2,0,0,3,2,3,2,0,3,0,2,1,2,4,1,1,2,2,0,2,1,0,3,1,1,1,4,2,1,2,0,2,1,0,3,2,1,0,0,0,2,2,2,1,3,0,2,1,0,3,4,1,4,2,1,5,1,1,3,2,2,1,2,2,2,3,1,3,3,0,0
224aab835ad2f32b,1,1,3,0,2,4,4,2,1,1,3,2,3,7,7,3,2,1,1,3,2,4,1,2,2,2,1,0,4,6,2,0,0,3,2,3,2,0,3,0,2,1,2,4,1,1,2,2,0,2,1,0,3,1,1,1,4,2,1,2,0,2,1,0,3,2,1,0,0,0,2,2,2,1,3,0,2,1,0,3,4,1,4,2,1,5,1,1,3,2,2,1,2,2,2,3,1,3,3,0,0
